id,lot_frontage,lot_area,lot_shape,utilities,land_slope,neighborhood,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,misc_val,mo_sold,yr_sold,saleprice_log,ms_subclass_30,ms_subclass_40,ms_subclass_45,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_75,ms_subclass_80,ms_subclass_85,ms_subclass_90,ms_subclass_120,ms_subclass_160,ms_subclass_180,ms_subclass_190,street_Pave,land_contour_HLS,land_contour_Low,land_contour_Lvl,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,condition_1_Feedr,condition_1_Norm,condition_1_PosA,condition_1_PosN,condition_1_RRAe,condition_1_RRAn,condition_1_RRNe,condition_1_RRNn,condition_2_Norm,condition_2_PosA,bldg_type_2fmCon,bldg_type_Duplex,bldg_type_Twnhs,bldg_type_TwnhsE,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,exterior_1st_AsphShn,exterior_1st_BrkComm,exterior_1st_BrkFace,exterior_1st_CemntBd,exterior_1st_HdBoard,exterior_1st_MetalSd,exterior_1st_Plywood,exterior_1st_Stucco,exterior_1st_VinylSd,exterior_1st_Wd Sdng,exterior_1st_WdShing,exterior_2nd_AsphShn,exterior_2nd_Brk Cmn,exterior_2nd_BrkFace,exterior_2nd_CBlock,exterior_2nd_CmentBd,exterior_2nd_HdBoard,exterior_2nd_ImStucc,exterior_2nd_MetalSd,exterior_2nd_Plywood,exterior_2nd_Stucco,exterior_2nd_VinylSd,exterior_2nd_Wd Sdng,exterior_2nd_Wd Shng,mas_vnr_type_BrkFace,mas_vnr_type_None,mas_vnr_type_Stone,foundation_CBlock,foundation_PConc,foundation_Slab,foundation_Stone,foundation_Wood,heating_GasW,heating_Grav,garage_type_Attchd,garage_type_Basment,garage_type_BuiltIn,garage_type_CarPort,garage_type_Detchd,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
618,90.0,9900,4,4,3,2,6,5,1967,1967,0.0,4,3,3,3,1,3,1173.0,1,1680.0,3,1,5,1691,1691,1.0,0.0,1,0,2,1,3,5,8,0,1967.0,1,2.0,550.0,4,3,3,0,67,0,4,2009,12.072541252905653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2108,64.0,6762,4,4,3,3,7,5,2007,2007,108.0,4,3,4,3,1,6,664.0,1,1208.0,5,1,5,1208,1208,1.0,0.0,2,0,2,1,4,6,8,0,2007.0,2,2.0,628.0,3,3,3,105,54,0,9,2007,12.18280401859082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
772,75.0,11625,4,4,3,2,5,6,1967,1967,172.0,3,3,3,3,1,4,527.0,1,1052.0,3,1,5,1052,1052,0.0,0.0,1,1,3,1,3,6,8,1,1984.0,3,1.0,668.0,3,3,3,0,215,0,4,2009,11.639558115903597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2672,65.0,6435,4,4,3,1,6,5,1939,1950,0.0,3,3,3,3,1,1,0.0,1,972.0,4,1,5,972,1577,0.0,0.0,1,0,3,1,2,6,8,1,1939.0,1,1.0,312.0,3,3,3,0,0,0,10,2006,11.850825253582627,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2492,65.0,8450,4,4,3,2,5,6,1968,1968,90.0,3,3,3,3,1,4,162.0,3,882.0,3,1,5,909,909,0.0,0.0,1,0,3,1,3,5,8,0,1968.0,1,1.0,294.0,3,3,3,0,155,0,11,2006,11.6613454700885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2903,88.0,11577,4,4,3,4,9,5,2005,2006,382.0,5,3,4,3,4,6,1455.0,1,1838.0,5,1,5,1838,1838,1.0,0.0,2,0,3,1,5,9,8,1,2005.0,3,3.0,682.0,3,3,3,161,225,0,9,2006,12.793581494067125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2783,50.0,8340,3,4,3,3,6,6,1977,1977,62.0,3,3,4,3,3,6,509.0,1,675.0,3,1,5,686,1388,0.0,0.0,1,1,3,1,3,6,8,0,1977.0,1,1.0,317.0,3,3,3,406,36,0,12,2006,11.967180737247824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
786,68.87899941826643,10708,3,4,3,3,5,5,1955,1993,0.0,4,3,3,3,1,2,379.0,4,1617.0,5,1,4,1867,1867,1.0,0.0,1,0,2,1,3,7,8,3,1955.0,3,1.0,303.0,3,3,3,476,0,0,11,2009,12.154779351142626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
740,60.0,6911,4,4,3,1,5,5,1924,1950,0.0,3,3,3,3,2,2,405.0,1,1145.0,3,1,5,1301,1301,0.0,0.0,1,0,2,1,2,5,7,0,1965.0,1,2.0,440.0,3,3,3,0,0,0,10,2009,11.512925464970227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2546,80.0,8800,4,4,3,2,6,6,1964,1964,425.0,3,3,3,3,1,4,553.0,1,1251.0,3,1,5,1251,1251,1.0,0.0,1,0,3,1,3,6,8,2,1964.0,2,1.0,461.0,3,3,3,0,116,700,3,2006,11.982929094215965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
851,65.0,10739,3,4,3,3,7,5,2002,2001,68.0,4,3,4,3,1,6,1259.0,1,1431.0,5,1,5,1444,1444,1.0,0.0,2,0,3,1,4,6,8,0,2002.0,2,2.0,577.0,3,3,3,144,40,0,4,2009,12.220961258023925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1833,68.87899941826643,9572,3,4,3,4,8,5,1990,1990,336.0,4,3,5,3,1,6,482.0,1,1453.0,5,1,5,1453,2810,0.0,0.0,2,1,4,1,4,9,8,1,1990.0,2,2.0,750.0,4,4,3,500,0,0,6,2007,12.618182296357007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
76,50.0,8012,4,4,3,2,6,5,1980,1980,0.0,3,3,4,3,1,4,543.0,4,923.0,3,1,5,923,923,0.0,0.0,2,0,2,1,3,5,8,1,1980.0,2,1.0,264.0,3,3,3,80,0,0,5,2010,11.870599909242046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2151,66.0,16226,1,4,3,3,8,5,1998,1999,0.0,4,3,4,3,1,6,281.0,1,1028.0,5,1,5,1210,2452,0.0,0.0,2,1,4,1,4,9,8,1,1998.0,3,2.0,683.0,3,3,3,208,50,0,5,2007,12.495003937382386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1880,68.87899941826643,10899,3,4,3,2,4,5,1964,1964,0.0,3,3,0,0,0,0,0.0,0,0.0,3,0,5,1224,1224,0.0,0.0,2,0,2,2,3,8,8,0,1964.0,1,3.0,530.0,3,3,3,0,0,0,4,2007,11.542484267211773,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2907,32.0,4500,4,4,3,2,6,5,1998,1998,443.0,3,4,5,4,1,6,1201.0,1,1237.0,5,1,5,1337,1337,1.0,0.0,2,0,2,1,3,5,8,0,1998.0,3,2.0,405.0,3,3,3,0,199,0,3,2006,11.941455846009385,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1831,68.87899941826643,16647,3,4,3,2,5,5,1975,1981,0.0,3,3,4,3,4,5,1390.0,1,1390.0,3,1,5,1701,1701,1.0,0.0,2,0,3,1,3,6,6,2,1975.0,3,2.0,611.0,3,3,3,0,0,0,1,2007,12.049418835484795,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2836,62.0,8707,4,4,3,1,4,5,1924,1950,0.0,3,3,3,3,1,1,0.0,1,1093.0,3,0,3,1093,1669,0.0,0.0,1,1,4,1,3,9,6,0,1924.0,1,1.0,288.0,2,3,3,0,0,0,5,2006,11.580584113444045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1955,66.0,8300,3,4,3,2,6,6,1968,1968,86.0,3,3,3,3,2,3,952.0,1,952.0,4,1,5,952,952,1.0,0.0,1,0,3,1,3,5,8,0,1968.0,1,1.0,288.0,3,3,3,0,0,0,8,2007,11.76368418331741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1926,72.0,9770,4,4,3,2,5,5,1957,1957,0.0,3,3,3,3,1,3,512.0,1,922.0,3,1,4,922,922,1.0,0.0,1,0,2,1,3,5,8,0,1957.0,1,1.0,308.0,3,3,3,0,34,0,4,2007,11.6613454700885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2924,80.0,17400,4,4,2,2,5,5,1977,1977,0.0,3,3,3,3,1,5,936.0,1,1126.0,2,1,5,1126,1126,1.0,0.0,2,0,3,1,3,5,8,1,1977.0,2,2.0,484.0,3,3,2,295,41,0,5,2006,11.982929094215965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1003,39.0,5070,3,4,3,4,8,5,1992,1992,0.0,4,3,4,3,2,1,0.0,1,1280.0,5,1,5,1280,1280,0.0,0.0,2,0,2,1,4,5,8,0,1992.0,2,2.0,506.0,3,3,3,0,82,0,8,2008,12.100712129872349,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1667,66.0,7920,4,4,3,2,5,5,1970,2002,32.0,3,3,3,3,1,5,81.0,6,914.0,5,1,5,914,914,0.0,0.0,1,0,3,1,5,5,8,0,1970.0,2,1.0,368.0,3,4,3,120,0,0,10,2007,11.79810440720389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2905,78.0,7020,4,4,3,2,7,5,1997,1997,200.0,3,4,4,3,4,6,1243.0,1,1288.0,4,1,5,1368,1368,2.0,0.0,2,0,2,2,3,8,8,0,1997.0,3,4.0,784.0,3,3,3,0,48,0,11,2006,12.278393307109802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
921,68.87899941826643,7500,3,4,3,3,6,7,1942,1950,0.0,3,3,3,3,1,4,547.0,1,771.0,2,1,5,753,1494,0.0,0.0,1,0,3,1,4,7,8,2,1942.0,1,1.0,213.0,3,3,2,0,0,0,11,2009,12.08672588789761,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1780,76.0,10612,4,4,3,4,8,5,2006,2006,248.0,4,3,4,3,2,6,28.0,1,1524.0,4,1,5,1534,1534,0.0,0.0,2,0,3,1,4,7,8,1,2006.0,3,2.0,484.0,3,3,3,168,46,0,1,2007,12.278393307109802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
746,51.0,6120,4,4,3,1,5,6,1938,1950,0.0,3,3,3,2,1,2,273.0,1,952.0,3,1,4,994,1582,0.0,0.0,2,0,3,1,3,6,8,1,1938.0,1,1.0,250.0,2,3,3,189,0,0,2,2009,11.918390573078392,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
254,90.0,12376,4,4,3,2,7,5,1990,1990,0.0,3,3,4,3,2,6,1470.0,1,1673.0,4,1,5,1699,3222,1.0,0.0,3,0,5,1,4,11,8,2,1990.0,1,3.0,594.0,3,3,3,367,0,0,5,2010,12.676076274775909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
606,100.0,10004,4,4,3,2,6,6,1964,1964,180.0,3,3,3,3,1,3,196.0,4,1516.0,3,1,5,1516,1516,0.0,0.0,1,1,3,1,3,6,8,0,1964.0,2,2.0,472.0,3,3,3,0,0,0,2,2009,12.025749091398893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2703,55.0,8250,4,4,3,1,5,7,1935,1950,0.0,3,3,0,0,0,0,0.0,0,0.0,3,0,5,1032,1032,0.0,0.0,1,0,2,1,3,6,8,1,1939.0,1,1.0,260.0,3,3,3,0,0,0,6,2006,11.736069016284436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1306,103.0,12205,4,4,3,1,3,1,1949,1992,0.0,3,3,2,2,1,1,0.0,1,448.0,4,1,5,1588,1588,0.0,0.0,2,0,5,1,3,6,3,0,0.0,0,0.0,0.0,0,0,1,0,0,0,12,2008,11.082142548877776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2102,103.0,11175,3,4,3,3,7,5,2007,2007,0.0,4,3,4,3,3,1,0.0,1,1316.0,5,1,5,1316,1316,0.0,0.0,2,0,3,1,4,6,8,1,2007.0,3,2.0,440.0,3,3,3,0,20,0,10,2007,12.206777397134411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1784,85.0,9965,4,4,3,4,7,5,2007,2007,0.0,4,3,4,3,1,1,0.0,1,1528.0,5,1,5,1528,1528,0.0,0.0,3,2,3,1,4,6,8,1,2007.0,1,2.0,480.0,3,3,3,0,228,0,9,2007,12.371061522195516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
941,50.0,8660,4,4,3,1,5,6,1900,1993,0.0,3,3,3,3,1,1,0.0,1,760.0,5,0,5,928,2168,0.0,0.0,2,0,5,1,4,11,8,0,1998.0,1,2.0,576.0,3,3,3,467,160,0,12,2009,11.719939634354555,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2699,82.0,12375,4,4,3,2,5,5,1951,1951,41.0,3,2,3,3,1,4,329.0,1,806.0,3,1,5,1081,1422,1.0,0.0,1,0,3,1,3,7,8,1,1951.0,1,1.0,288.0,3,3,3,0,0,0,6,2006,11.831379196088765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2127,60.0,8070,4,4,3,3,4,5,1994,1995,0.0,3,3,4,3,1,6,588.0,1,990.0,5,1,5,990,990,1.0,0.0,1,0,3,1,3,5,8,0,0.0,0,0.0,0.0,0,0,3,0,0,0,8,2007,11.724805824005726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2607,84.0,8658,4,4,3,2,6,5,1965,1965,101.0,3,3,3,3,1,3,643.0,1,1088.0,5,1,5,1324,1324,0.0,0.0,2,0,3,1,3,6,8,1,1965.0,2,2.0,440.0,3,3,3,0,138,0,12,2006,11.982929094215965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1754,68.87899941826643,8063,4,4,3,3,6,5,2000,2000,0.0,3,3,4,3,1,1,0.0,1,924.0,5,1,5,948,1690,0.0,0.0,2,1,3,1,3,7,8,1,2000.0,2,2.0,463.0,3,3,3,100,48,0,11,2007,12.106252310247962,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
