id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,misc_val,mo_sold,yr_sold,sale_type,saleprice_log
2696,30,RM,60.0,9786,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,1007.0,GasA,Fa,N,SBrkr,1077,1077,0.0,0.0,1,0,3,1,TA,6,Typ,1,Detchd,1922.0,Unf,1.0,210.0,TA,Fa,P,0,100,0,5,2006,WD ,11.418614785498987
1840,120,FV,30.0,5330,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1550.0,GasA,Ex,Y,SBrkr,1550,1550,0.0,0.0,2,1,2,1,Gd,5,Typ,0,Attchd,2007.0,Fin,2.0,528.0,TA,TA,Y,0,102,0,7,2007,New,12.24288661865289
1562,120,RM,44.0,3811,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1474.0,Unf,1594.0,GasA,Ex,Y,SBrkr,1646,1646,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Attchd,2004.0,Fin,2.0,482.0,TA,TA,Y,128,53,0,7,2008,WD ,12.429216196844383
2426,120,RL,43.0,3010,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,1248.0,GasA,Ex,Y,SBrkr,1248,1248,0.0,0.0,2,0,2,1,Gd,5,Typ,0,Attchd,2005.0,Fin,2.0,438.0,TA,TA,Y,108,0,0,3,2006,New,12.0271851854705
1162,120,FV,37.0,3435,Pave,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,1235.0,GasA,Ex,Y,SBrkr,1245,1245,0.0,0.0,2,0,1,1,Gd,5,Typ,0,Attchd,2004.0,RFn,2.0,495.0,TA,TA,Y,0,100,0,6,2008,WD ,12.089538829274222
1874,20,RL,80.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,BLQ,617.0,Rec,1052.0,GasA,TA,Y,SBrkr,1052,1052,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1963.0,Fin,1.0,311.0,TA,TA,Y,0,133,0,2,2007,COD,11.751942365440728
111,20,RL,68.87899941826643,10456,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,GLQ,506.0,Unf,1829.0,GasA,Gd,Y,SBrkr,1829,1829,1.0,0.0,2,0,4,1,TA,8,Typ,0,Attchd,1967.0,RFn,2.0,535.0,TA,TA,Y,0,76,0,5,2010,WD ,12.294541293517781
1207,20,RL,68.87899941826643,8475,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,228.0,Unf,952.0,GasA,Ex,Y,FuseA,952,952,0.0,0.0,1,0,2,1,TA,4,Typ,0,Detchd,1956.0,Unf,1.0,283.0,TA,TA,Y,0,0,0,4,2008,WD ,11.818570237796182
140,20,RL,70.0,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,Gd,TA,PConc,Gd,TA,No,GLQ,1188.0,Unf,1480.0,GasA,Ex,Y,SBrkr,1480,1480,1.0,0.0,2,0,3,1,Gd,7,Typ,0,Attchd,2003.0,RFn,2.0,620.0,TA,TA,Y,252,73,300,2,2010,WD ,12.273731294003989
545,20,RL,88.0,10994,Pave,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,366.0,Gd,TA,PConc,Gd,Gd,No,GLQ,976.0,Unf,1844.0,GasA,Ex,Y,SBrkr,1844,1844,1.0,0.0,2,0,2,1,Gd,7,Typ,1,Attchd,2005.0,Fin,2.0,620.0,TA,TA,Y,165,44,0,9,2009,COD,12.456831363877356
1338,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,TA,TA,No,Rec,201.0,LwQ,825.0,GasA,Ex,Y,SBrkr,825,1497,0.0,0.0,2,0,3,1,TA,5,Typ,0,Detchd,2004.0,Unf,1.0,672.0,TA,TA,Y,272,0,0,5,2008,WD ,11.964001084330445
2873,30,RM,50.0,7288,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,305.0,Unf,976.0,GasA,TA,N,SBrkr,976,976,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1942.0,Unf,1.0,215.0,TA,TA,N,160,0,0,8,2006,WD ,11.532728092266408
924,30,RL,80.0,13360,Pave,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,713.0,Unf,876.0,GasA,Ex,Y,SBrkr,964,964,1.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1921.0,Unf,2.0,432.0,TA,TA,Y,0,0,0,8,2009,WD ,12.004568269319446
844,20,RL,78.0,10335,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,1490.0,GasA,Ex,Y,SBrkr,1501,1501,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,144,29,0,6,2009,WD ,12.225875272826354
901,20,RL,70.0,11767,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,1150.0,GasA,Ex,Y,SBrkr,1560,1560,0.0,0.0,1,0,2,1,TA,7,Min1,1,Attchd,1956.0,Unf,1.0,313.0,TA,TA,Y,0,0,0,5,2009,WD ,11.547326891687561
2195,190,RH,60.0,10896,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256.0,Unf,1440.0,GasA,Ex,Y,FuseA,1440,3395,0.0,0.0,2,0,8,2,Fa,14,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,N,0,110,0,3,2007,WD ,12.206072645530174
2081,20,RL,60.0,5400,Pave,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,453.0,Unf,864.0,GasA,TA,Y,SBrkr,864,864,0.0,1.0,1,0,3,1,TA,6,Typ,0,Attchd,1958.0,Unf,1.0,399.0,TA,TA,Y,0,0,0,5,2007,WD ,11.678439903447801
2774,20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,244.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1400.0,Unf,1525.0,GasA,Ex,Y,SBrkr,1525,1525,1.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2000.0,RFn,2.0,541.0,TA,TA,Y,219,36,0,9,2006,WD ,12.367340793126296
2573,90,RL,70.0,7728,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,ALQ,803.0,Unf,1106.0,GasA,TA,Y,SBrkr,1190,1190,1.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1962.0,Unf,2.0,540.0,TA,TA,Y,0,18,0,5,2006,WD ,11.794337924408413
1793,60,RL,75.0,8778,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1302.0,GasA,Ex,Y,SBrkr,1302,1830,0.0,0.0,2,1,3,1,Gd,7,Typ,0,BuiltIn,2006.0,RFn,3.0,859.0,TA,TA,Y,0,40,0,3,2007,WD ,12.30727452603914
882,20,RL,63.0,8487,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,1500.0,GasA,Ex,Y,SBrkr,1500,1500,0.0,0.0,2,0,3,1,Gd,6,Typ,0,Attchd,2004.0,RFn,2.0,570.0,TA,TA,Y,192,36,0,8,2009,WD ,12.154779351142624
2791,60,RL,68.87899941826643,9930,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,199.0,Gd,TA,PConc,Gd,TA,No,GLQ,456.0,Unf,826.0,GasA,Ex,Y,SBrkr,878,1762,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2002.0,Fin,2.0,591.0,TA,TA,Y,320,54,0,7,2006,WD ,12.310432660854417
297,20,RL,100.0,17500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406.0,Unf,1902.0,GasA,TA,Y,SBrkr,1902,1902,1.0,0.0,2,0,3,1,Ex,7,Typ,2,Attchd,1959.0,Fin,2.0,567.0,TA,TA,Y,0,207,0,5,2010,WD ,12.721885810807203
509,20,RL,78.0,10206,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1614.0,GasA,Ex,Y,SBrkr,1658,1658,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Attchd,2008.0,Fin,3.0,726.0,TA,TA,Y,144,44,0,9,2009,WD ,12.458774999085929
1115,20,RL,75.0,14587,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1498.0,GasA,Ex,Y,SBrkr,1506,1506,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Attchd,2008.0,Fin,2.0,592.0,TA,TA,Y,0,174,0,8,2008,New,12.484204257170104
773,20,RL,65.0,7800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,TA,TA,No,ALQ,450.0,Unf,864.0,GasA,Ex,Y,SBrkr,899,899,0.0,0.0,1,0,3,1,Gd,5,Typ,0,Attchd,1967.0,Fin,1.0,288.0,TA,TA,Y,64,0,0,6,2009,WD ,11.77528972943772
732,70,RL,50.0,4960,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,297.0,GasA,Ex,Y,SBrkr,1001,1654,0.0,0.0,2,0,3,1,TA,7,Typ,1,Detchd,1955.0,Unf,1.0,336.0,TA,TA,N,244,60,0,5,2009,WD ,11.827736204810263
1552,30,RM,60.0,7392,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,520.0,GasA,TA,Y,FuseA,912,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1934.0,RFn,1.0,360.0,TA,TA,Y,0,90,0,5,2008,WD ,11.507912923146684
226,90,RL,68.87899941826643,7424,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1319.0,Unf,1319.0,GasA,TA,Y,SBrkr,1373,1373,1.0,0.0,1,0,3,1,TA,5,Typ,2,Attchd,1978.0,Fin,2.0,591.0,TA,TA,Y,0,0,0,5,2010,WD ,11.984490374782917
2830,160,RM,24.0,2522,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,970.0,GasA,Ex,Y,SBrkr,970,1709,0.0,0.0,2,0,3,1,Gd,7,Maj1,0,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0,40,0,5,2006,WD ,11.77528972943772
2238,30,RM,46.0,3672,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,816.0,GasA,Ex,Y,SBrkr,816,816,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1922.0,Unf,1.0,100.0,Fa,Fa,N,0,0,0,9,2007,WD ,11.227906509937931
982,80,RL,62.0,7706,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Rec,114.0,GLQ,384.0,GasA,Ex,Y,SBrkr,1091,1091,0.0,1.0,1,0,2,1,TA,5,Typ,0,Attchd,1993.0,Fin,1.0,429.0,TA,TA,Y,280,0,700,8,2009,WD ,11.78485918045387
1265,20,RL,68.87899941826643,12929,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1960,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,276.0,TA,TA,CBlock,TA,TA,Gd,GLQ,697.0,Unf,1081.0,GasA,TA,Y,SBrkr,1081,1081,1.0,0.0,1,0,3,1,TA,5,Typ,0,CarPort,1960.0,Unf,1.0,401.0,TA,TA,Y,36,82,0,6,2008,WD ,11.904967552746252
559,20,RL,68.87899941826643,9316,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,544.0,Unf,1024.0,GasA,Gd,Y,SBrkr,1020,1020,0.0,0.0,2,0,3,1,TA,5,Typ,0,Attchd,1965.0,Unf,1.0,288.0,TA,TA,Y,171,0,0,5,2009,Oth,11.728842971192698
1203,85,RL,68.87899941826643,12122,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,7,9,1961,2007,Gable,CompShg,CemntBd,CmentBd,Stone,210.0,Ex,TA,CBlock,TA,TA,Av,ALQ,867.0,Unf,944.0,GasA,Gd,Y,SBrkr,999,999,1.0,0.0,1,0,3,1,Ex,6,Typ,0,Attchd,1961.0,RFn,2.0,588.0,TA,TA,Y,144,76,0,7,2008,WD ,12.091783499128047
2083,90,RL,42.0,7711,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1440.0,Unf,1440.0,GasA,TA,Y,SBrkr,1440,1440,2.0,0.0,2,0,4,2,TA,8,Typ,0,NA,0.0,NA,0.0,0.0,NA,NA,N,321,0,0,8,2007,Oth,11.918390573078392
2130,60,RL,43.0,12352,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,638.0,Unf,853.0,GasA,Ex,Y,SBrkr,853,1753,1.0,0.0,2,1,3,1,TA,7,Typ,1,Attchd,1998.0,RFn,2.0,534.0,TA,TA,Y,0,74,0,3,2007,WD ,12.287652632522597
2455,60,RL,75.0,12447,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,CemntBd,CmentBd,Stone,192.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,1100.0,GasA,Ex,Y,SBrkr,1116,1964,0.0,0.0,2,1,3,1,Gd,8,Typ,1,BuiltIn,2005.0,Fin,2.0,760.0,TA,TA,Y,200,70,0,1,2006,New,12.437184366493561
535,20,RL,63.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,GLQ,54.0,Unf,1141.0,GasA,Ex,Y,SBrkr,1141,1141,1.0,0.0,1,1,3,1,Gd,6,Typ,0,Detchd,2006.0,RFn,2.0,484.0,TA,TA,Y,182,0,0,6,2009,WD ,11.931635799828413
2019,45,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,832.0,GasA,Ex,Y,FuseA,854,854,0.0,0.0,1,0,2,1,TA,5,Typ,0,Detchd,1991.0,Unf,2.0,576.0,TA,TA,Y,48,112,0,7,2007,WD ,11.790557201568507
2655,50,RM,56.0,9576,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Rec,310.0,Unf,770.0,GasA,TA,Y,SBrkr,885,1182,0.0,0.0,1,1,3,1,TA,5,Typ,0,Detchd,1945.0,Unf,1.0,378.0,Fa,TA,Y,0,0,0,5,2006,WD ,11.695247021764184
2391,60,RL,82.0,9942,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,385.0,Ex,TA,PConc,Ex,Gd,Av,GLQ,1290.0,Unf,1606.0,GasA,Ex,Y,SBrkr,1625,2091,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Attchd,2005.0,RFn,2.0,521.0,TA,TA,Y,194,84,0,5,2006,New,12.732279371334467
154,30,RL,65.0,7898,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,576.0,GasA,Gd,Y,SBrkr,985,985,0.0,1.0,1,0,2,1,TA,4,Typ,0,Detchd,1989.0,Unf,2.0,676.0,TA,TA,N,0,0,0,4,2010,WD ,11.56171562913966
999,60,RL,57.0,21872,Pave,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,604.0,Unf,729.0,GasA,Ex,Y,SBrkr,729,1446,0.0,1.0,2,1,3,1,TA,6,Typ,1,Attchd,1996.0,Unf,2.0,406.0,TA,TA,Y,264,22,0,8,2008,WD ,12.072541252905651
1400,60,RL,83.0,10005,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,392.0,Unf,1160.0,GasA,Ex,Y,SBrkr,1156,2022,0.0,0.0,2,1,4,1,TA,8,Typ,1,Attchd,1977.0,Fin,2.0,505.0,TA,TA,Y,288,117,0,3,2008,WD ,12.165250651009918
2807,60,RL,41.0,12393,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,847.0,GasA,Ex,Y,SBrkr,847,1948,0.0,0.0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2004.0,Fin,2.0,434.0,TA,TA,Y,100,48,0,9,2006,WD ,12.180754837545884
516,60,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,768.0,GasA,Ex,Y,SBrkr,786,1590,0.0,0.0,2,1,3,1,Gd,6,Typ,0,Attchd,2008.0,RFn,2.0,676.0,TA,TA,Y,0,30,0,6,2009,WD ,12.254862809699606
1753,60,RL,63.0,7875,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,847.0,GasA,Ex,Y,SBrkr,847,1948,0.0,0.0,2,1,4,1,Gd,8,Typ,1,BuiltIn,2003.0,Fin,2.0,434.0,TA,TA,Y,0,48,0,7,2007,WD ,12.259613412458204
734,50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,672.0,Unf,672.0,GasA,TA,Y,SBrkr,757,1324,0.0,0.0,1,0,3,1,TA,6,Typ,0,Detchd,1936.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,7,2009,WD ,11.759785542901755
1209,20,RL,100.0,10175,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,490.0,Unf,1425.0,GasA,Gd,Y,SBrkr,1425,1425,0.0,0.0,2,0,3,1,TA,7,Typ,1,Attchd,1964.0,RFn,2.0,576.0,TA,TA,Y,0,0,0,7,2008,WD ,12.103486056755072
1994,190,RM,85.0,13600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,662.0,GasA,TA,N,SBrkr,1422,2337,0.0,0.0,2,0,5,2,TA,10,Min2,0,Detchd,1945.0,Unf,2.0,560.0,TA,TA,Y,0,57,0,9,2007,WD ,11.407564949312402
1901,45,RL,85.0,12172,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,130.0,Rec,822.0,GasA,TA,Y,SBrkr,908,908,0.0,0.0,1,0,2,1,TA,4,Typ,0,Attchd,1975.0,Unf,2.0,512.0,TA,TA,Y,284,24,0,10,2007,WD ,11.83862560460953
2413,60,RL,65.0,10237,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,738.0,GasA,Ex,Y,SBrkr,738,1492,0.0,0.0,2,1,3,1,Gd,8,Typ,0,Attchd,2006.0,Fin,2.0,440.0,TA,TA,Y,0,32,0,9,2006,New,12.043465476845318
2630,20,RL,70.0,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,781.0,Unf,1150.0,GasA,TA,Y,SBrkr,1150,1150,0.0,0.0,1,0,3,1,TA,6,Typ,0,Attchd,1961.0,RFn,1.0,288.0,TA,TA,Y,0,0,0,7,2006,WD ,11.891361900690473
1428,60,RL,59.0,11228,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,50.0,GLQ,1080.0,GasA,Ex,Y,SBrkr,1080,2097,0.0,1.0,2,1,3,1,Gd,9,Typ,1,Attchd,1993.0,Unf,3.0,678.0,TA,TA,Y,196,187,0,12,2008,WD ,12.337100907936577
